index,term,polarity,termFrom,termTo,context
3148,appetizers,1,4,14,"For appetizers, I recommend the shrimp fritters and dumplings."
3149,shrimp fritters,2,32,47,"For appetizers, I recommend the shrimp fritters and dumplings."
3150,dumplings,2,52,61,"For appetizers, I recommend the shrimp fritters and dumplings."
3151,food,1,57,61,Such nice people working here - but I have to review the food.
3152,Times Square cocktail,2,8,29,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.)
3153,Veal Parmigana,2,0,14,Veal Parmigana - Better than Patsy's!
3154,wine,2,6,10,"Great wine, great food."
3155,food,2,18,22,"Great wine, great food."
3156,service,1,4,11,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal."
3157,meal,0,92,96,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal."
3158,food,2,4,8,The food and staff always surprise me with the new heights they are taken to.
3159,staff,2,13,18,The food and staff always surprise me with the new heights they are taken to.
3160,pizza,1,45,50,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).
3161,sushi,0,19,24,honestly the worst sushi my husband and i had in our entire lives.
3162,food,2,27,31,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
3163,decor,0,68,73,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
3164,sichuan cooking,2,53,68,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.
3165,chongqing hotpot,2,121,137,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.
3166,table,0,9,14,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.
3167,waiter traffic,0,101,115,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.
3168,dinner plates,0,24,37,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.
3169,Nanbu Bijin,2,35,46,"Sake collection was excellent (Try Nanbu Bijin), but pricy."
3170,dishes,2,18,24,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.
3171,chicken in curry sauc,2,46,67,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.
3172,salmon caserole,2,73,88,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.
3173,Angry Lobster,2,35,48,"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent."
3174,cold lobster salad,2,52,70,"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent."
3175,bartender,2,25,34,"Ask for Usha, the nicest bartender in manhattan."
3176,service,2,4,11,The service is outstanding and my crab-cake eggs benedict could not have been better.
3177,crab-cake eggs benedict,2,34,57,The service is outstanding and my crab-cake eggs benedict could not have been better.
3178,bathrooms,2,29,38,The place's decor and hidden bathrooms made for a good laugh.
3179,location,2,4,12,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again."
3180,prices,2,72,78,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again."
3181,place,2,12,17,A wonderful place!
3182,Deliveries,0,0,10,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.
3183,prices,0,44,50,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.
3184,place,0,16,21,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.
3185,hot dogs,1,20,28,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.
3186,menu,1,102,106,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.
3187,chicken with garlic sauce,1,13,38,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken."
3188,chicken with black bean sauce,1,40,69,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken."
3189,hunan chicken,1,75,88,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken."
3190,take-out pies,0,36,49,"Because of the delicate thin crust, take-out pies get soggy in their boxes."
3191,crust,0,29,34,"Because of the delicate thin crust, take-out pies get soggy in their boxes."
3192,dish,1,4,8,The dish had like 6 pieces of beef in it.
3193,beef,1,30,34,The dish had like 6 pieces of beef in it.
3194,served,1,24,30,We got in line and were served while in line a bannan fritter.
3195,rice,1,91,95,"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand."
3196,water,1,108,113,"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand."
3197,place,2,5,10,This place is always very crowded and popular.
3198,Appetizers,1,0,10,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.
3199,main dishes,1,48,59,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.
3200,dinner,1,44,50,My wife and I went to Orsay for Valentine's dinner.
3201,atmosphere,1,90,100,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere."
3202,manager,0,23,30,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order."
3203,appetizers,1,89,99,"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers."
3204,pizza,1,9,14,I've had pizza both times and the caprese salad appetizer.
3205,caprese salad appetizer,1,34,57,I've had pizza both times and the caprese salad appetizer.
3206,meal,0,34,38,He was terribly thirsty after the meal too.
3207,Half-Price Saturday Night Special,1,23,56,"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night."
3208,food,1,16,20,"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you."
3209,value,1,29,34,"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you."
3210,selection,1,4,13,The selection changes frequently but the basic dishes are always available.
3211,basic dishes,1,41,53,The selection changes frequently but the basic dishes are always available.
3212,soup,2,8,12,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.
3213,nosh (pastrami sandwich),2,19,43,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.
3214,lunch,1,64,69,I have to say that if this what makes it easier to get a saet a lunch- I dont mind.
3215,Christmas dinner,1,51,67,My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.
3216,bagels,2,19,25,I grew up on these bagels.
3217,reservations,1,34,46,The restaraurant is very small so reservations are a must.
3218,hostess,0,17,24,"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six."
3219,busboy,1,38,44,"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six."
3220,table,1,105,110,"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six."
3221,pizza,0,26,31,After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.
3222,dinosaur rolls,1,18,32,then we ordered a dinosaur rolls and white tuna sashimi.
3223,white tuna sashimi,1,37,55,then we ordered a dinosaur rolls and white tuna sashimi.
3224,Gnocchi,2,19,26,I'm partial to the Gnocchi.
3225,reservation,1,103,114,they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.
3226,beer,0,28,32,"Note that they do not serve beer, you must bring your own."
3227,bar,1,30,33,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.
